N,policy,threads,receivers,rate,traced,repeats,saturated,x,batch_n,batch_mean_us,batch_std_us,batch_min_us,batch_max_us,frame_n,frame_mean_us,frame_std_us,frame_min_us,frame_max_us,edf_miss_ratio,lost_records
1024,edf,2,4,2500000.0,True,3,True,0.9457219446752915,332136,4061150.3080092636,1122328.0524118408,2312818.103,5916487.09,94225,14711.556242175642,452.87657724099336,13218.808,20561.146,2.6703919837719558e-05,492256367
1024,rm,2,1,2500000.0,True,3,False,0.25984648938328886,21795,66.41747744895619,8.184771993330397,54.389,431.139,25734,327.1860967591513,188.0400059571767,161.126,794.747,,3493277345
1024,rm,6,3,2500000.0,True,3,False,0.28355737881231385,66423,94.71285776011321,42.367721103457384,50.858,2833.768,77202,394.04002339317634,197.46767894651938,165.626,6812.581,,10339449940
1024,rm,1,1,2500000.0,True,3,False,0.3335498780996094,28997,100.70858923336898,33.47217323468729,76.205,500.259,25734,353.1975865392088,179.9354114521667,197.086,837.628,,1342049539
1024,rm,2,1,5000000.0,True,3,False,0.5148973399009279,55090,65.64298353603196,5.868943705927745,52.324,268.336,51468,260.2144470350509,92.67125767772839,159.535,604.541,,2824692328
1024,rm,6,3,5000000.0,True,3,False,0.5831259278814863,164223,172.5302871035117,115.1815477765825,54.933,5806.237,154404,364.05804273205354,128.7902372446399,168.846,7912.747,,8367829111
1024,rm,1,1,5000000.0,True,3,False,0.6631381761830532,107759,117.39941985356212,49.10819246553355,75.801,1348.176,51468,290.68153885909686,86.85529439262145,196.067,1272.053,,690659796
1024,rm,1,3,2500000.0,True,3,True,0.7404410854792661,,,,,,37594,9417.394959036017,13054.483072814188,281.019,40496.004,,1597929513
1024,rm,1,1,20000000.0,True,3,True,0.7456205130132028,,,,,,57203,6014.365558694474,171.02371572179922,5507.146,7989.03,,1050511539
1024,rm,1,1,10000000.0,True,3,True,0.7456254879826184,,,,,,57707,5962.181740516749,178.64752636717776,5493.235,7621.948,,1050512488
1024,rm,6,2,10000000.0,True,3,False,0.781768046158989,286050,548.1981073169026,1863.8655022962962,57.7,30640.622,205866,528.2597127548988,619.6429991487595,186.036,15067.491,,7071004018
1024,rm,2,3,2500000.0,True,3,False,0.813972434471979,90525,1667570.289236443,2637616.6081050658,86.712,8957434.199,73474,5234.260664724937,6967.864741068804,219.948,84233.378,,2100280655
